Дата,Время,НЖТИ,Название,Число1,Число2
24.05.23,10:41,84402,МЕТАЛЛОЛОМ,1362,0715
24.05.20,15:39,84096,БРЮНЕТКА,1512,8503
24.05.16,19:22,58023,БУРОКАРП,8730,2048
24.05.13,18:44,83107,ОШОХЛЫЩ,9037,2344
24.05.13,11:16,39571,ПОДДЕРЖКА,9689,0875
24.05.08,19:15,64571,ТУХЛЯТИНА,7614,6467
24.05.06,15:32,91571,ОСТАВЛЕНИЕ,8999,4216
24.05.03,15:41,16013,КРОНШНЕП,6302,3118
29.04.24,13:26,33588,ДОКОБЛЕФ,0573,2683
29.04.24,11:02,03517,МЕРЗЛЫЙ,0808,2023
24.04.22,19:07,52209,БЛОГОКЛИН,4858,2138
24.04.15,16:19,39343,ДАЛЬТОНИК,4895,6841
24.04.15,13:48,30435,МОСЛАСТЫЙ,1585,6817
24.04.12,11:12,69665,АУТОГЕРБ,9317,8248
24.04.11,12:32,03106,ТАЗОМИРТ,4610,2469
24.04.01,15:31,97060,СТЕПОНОЖ,6790,4701
24.03.14,14:39,40191,УТЮГОНИТ,6373,2890
24.03.07,15:47,93970,ЗАГРЕБ,2286,7469
24.03.07,12:27,79150,ПРИБЛИЖЕНИЕ,8434,2480
27.02.24,16:27,83990,ТАКТОСИГ,1673,1477
26.02.24,14:51,52082,ДРОБИЛКА,4408,7287
26.02.24,13:00,20609,ДУПЛИСТЫЙ,6660,6133
24.02.23,15:09,33440,ГОЛОСИЩЕ,9371,6700
24.02.08,14:43,52747,ПЕНСИОН,1395,2560
24.02.08,11:07,19170,ПИРАТСКИЙ,0101,8197
24.02.05,16:02,23393,СТАТИЧНОСТЬ,3132,5387
24.02.05,12:37,12892,КРИТОКОВШ,8326,9314
29.01.24,18:42,65353,КРАСОПУХ,6191,3430
24.01.15,10:47,26862,АССИРИАНИН,6076,5311
24.01.14,15:32,36436,ЛАЗОСПАЙ,9496,2709
24.01.13,19:18,85132,КУЛИЧИК,1999,1321
24.01.11,15:01,88286,СПУДОПАУК,2775,1919
24.01.11,10:31,09617,СОКОКИЛЬ,2524,9276
24.01.07,22:17,91409,ПУЗЫРЕК,7544,9495
24.01.07,15:09,76521,БЛИКОПЛЮШ,8311,9799
28.12.23,19:02,80565,СКОКОЛЬЕЖ,5247,3768
23.12.11,13:00,34747,ШЕЛЬМА,3137,4571
23.12.07,18:57,34528,ДУГА,0439,5160
23.12.07,10:59,47209,АИСТОСАН,0203,9028
23.12.05,19:27,09600,АПРЕЛЬСКИЙ,9715,0308
23.12.05,15:56,55140,ВООБРАЖАЛА,9148,0718
30.11.23,12:49,45762,БАНТОНАСТ,7579,6956
27.11.23,12:53,55764,ГИКОФР,5755,8697
23.11.23,19:06,64350,ЗАРЯЖЕНИЕ,9957,5314
23.11.20,19:40,92809,ИСПОЛЬЩИК,7854,7985
23.11.20,15:48,45100,ВЕЛЬВЕТ,2363,5984
23.11.19,15:39,04337,ЦЕНЗОКЕБ,6186,5298
23.11.19,15:13,04652,БУЛЬБAШ,3912,5640
23.11.16,11:39,41523,УЙМА,3912,5640
23.11.13,18:53,85140,ЗООПАРК,6809,7750
23.11.13,15:52,12174,ПРИВЕРЖЕНКА,7006,3676
23.11.09,13:33,50507,СКОКОФОНД,7692,0076
23.11.06,15:54,82655,ВУЗОФТОР,0392,3566
23.11.06,11:14,30277,ЛАСКОВОСТЬ,0262,4497
23.10.23,19:33,21072,ЛАСКОВОСТЬ,0262,4497
23.10.12,11:39,99168,ФАНТАСТ,7918,1919
23.10.09,20:13,88267,НИЗОКЛЕН,6290,8777
23.10.09,13:08,14942,РЕЗЕЦ,4275,5407
23.10.06,16:26,89325,БУЯНОКАФ,4530,3735
23.10.06,16:19,21789,ПРИПАИВАНИЕ,4322,9218
23.10.06,15:41,52752,ВЕНДОШКАФ,7332,4551
23.10.06,14:49,93860,ПОЭТОГОРН,3816,3966
23.10.06,14:38,34374,КРАТОТИР,5211,9366
23.10.06,14:09,20420,РОДОБАЙТ,7491,2203
23.10.06,14:08,01155,ЛЕССОЛИТР,1423,2212
23.10.06,13:54,21588,РАСТИРАНИЕ,8875,1328
23.10.05,15:47,93719,МРАКОЩУП,1167,7293
23.09.25,11:03,03471,СОРОРЫСК,5101,8306
23.09.18,18:55,66935,ЛИТРОСРУБ,1352,3462
23.09.17,15:28,88016,ЗАВАЛЬ,7170,3862
23.09.14,18:49,23129,СТИРОЛЬНЫЙ,5190,4100
23.09.14,12:44,08976,НАРУКАВНЫЙ,8377,1471
23.09.14,12:37,97294,КЛОКОСЛОН,0590,0977
23.09.11,15:53,70442,ЛЕНТОЧИП,8577,6647
23.09.11,13:01,62246,БУКОМОРФ,8137,1117
23.09.10,15:46,32190,ТЕГОЧЕК,9376,5693
31.08.23,17:11,09828,ХИОСОХЛОП,0522,8344
31.08.23,15:45,97065,ДУЧЕ,4901,5111
31.08.23,14:48,71601,ЛАРИНГОЛОГ,0697,3108
31.08.23,14:27,45984,ОСМЕЯНЬЕ,1459,3416
31.08.23,13:49,05722,АКРОРФФИ,0069,3008
31.08.23,13:07,63771,РЕВОНОРД,0516,3949
31.08.23,12:48,75857,ОБЛУЧЕНЬЕ,6162,2808
31.08.23,12:26,78137,КАРАТАУ,1752,1301
31.08.23,11:34,49888,ПЕКОРЫСК,2191,1808
31.08.23,10:46,03489,АТОМОЛУБ,7448,8199
31.08.23,10:36,23307,ОБРОК,6517,2882
,,78449,БРАТОШИК,5922,3107
,,50418,ЕРОПАРЯ,4765,5269
28.08.23,18:40,77740,ГУСЯТНИК,6847,0176
28.08.23,16:03,28198,ГАЗЕТЕНКА,2792,1821
23.08.17,19:02,20135,БЕНЗИННЫЙ,3660,7001
23.08.17,10:50,16579,ТАЙМОБОБР,8029,0724
23.08.14,19:05,48977,ПУПСОКРОТ,1701,1440
23.08.14,15:49,49058,ВЕСЕЛЬЕ,7202,6932
23.08.14,13:28,80950,ЛИПИД,7268,6914
23.08.10,18:27,37527,ПАКОСМЫВ,2874,5219
27.07.23,17:05,37170,ЙОГОЛЮК,3941,3524
27.07.23,15:46,58073,РАУТОМАХ,4364,5587
27.07.23,14:49,00217,УРАЛОСТОЛ,6012,2707
27.07.23,13:47,18357,КРАСИВОСТЬ,6417,2607
27.07.23,13:11,70217,ЛАНГУСТ,9858,8542
27.07.23,12:27,62883,ФИКЦИЯ,9341,6869
,,23617,НАДОБНЫЙ,3015,2407
27.07.23,11:33,53083,ГОЛОВ,0549,1407
27.07.23,10:41,68178,КАСПИЙ,3402,1153
27.07.23,10:33,99123,ИРАНОРЯЖ,5701,9185
,,30816,АРОЛЕД,9684,2706
,,30432,АРОЛЕД,9684,2706
,,89259,ВЕТКА,2639,5537
23.07.24,10:50,01842,БУРАН,6816,0243
23.07.20,19:15,76420,УЖОВЫЙ,3119,6315
23.07.20,10:55,53448,УЛУСОКОРМ,5470,9627
23.07.17,18:50,86401,ГЕНОЛИС,6790,6710
23.07.17,14:34,67966,ЗВЕЗДОЧЕТ,3137,6818
23.07.12,12:46,48481,УЛЕТОКЛИР,5460,1944
23.07.09,19:41,00317,ВОЗГЛАВИЕ,5842,7627
23.07.06,16:26,26874,ЛИТРОЖНЕЦ,6819,8855
23.07.06,15:17,24910,РУСТОСЧЕТ,7828,8610
23.07.06,14:36,22276,НЕДОСМОТР,4284,6614
23.07.06,14:23,40051,ФАНГОЛЯД,8926,4497
23.07.06,13:42,09917,ВЬЮКОНАБ,6397,2775
23.07.06,13:26,76496,КУЛАЧНЫЙ,6495,6880
23.07.06,13:04,34853,ГОЛОСОК,8017,8154
23.07.06,13:03,93747,ЗЕТОШЕЙК,5894,4167
23.07.01,15:43,98963,ОСТАВЛЕНИЕ,8999,4216
29.06.23,15:51,23840,БОННОКЮРИ,0305,7160
28.06.23,15:45,39357,КРОНШНЕП,6302,3118
26.06.23,18:52,74312,РАЗБИЕНЬЕ,5176,3559
26.06.23,12:33,74983,ДОКОБЛЕФ,0573,2683
23.06.22,11:13,90047,МЕРЗЛЫЙ,0808,2023
23.06.18,16:41,79587,БЛЕФОКУМ,4858,2138
23.06.15,21:26,94363,ИРОПРУС,4177,1603
23.06.15,16:18,48150,БАРКОНАЙМ,1286,2840
23.06.15,15:35,13695,ВОРСЯНКА,9434,7318
,,88358,ОТРЫВОК,45,34
,,10719,СУЛЬФОСОЛЬ,45,02
,,80790,ХРУПОТКАЧ,8917,5003
